lambda n k
726e-9 1.73724 0.06356
727e-9 1.73721 0.06399
728e-9 1.73722 0.0624
729e-9 1.73721 0.06216
730e-9 1.73721 0.06592
731e-9 1.73717 0.06434
732e-9 1.73714 0.06577
733e-9 1.73707 0.06485
734e-9 1.73699 0.0646
735e-9 1.7369 0.06031
736e-9 1.7368 0.06309
737e-9 1.73669 0.05777
738e-9 1.7366 0.06428
739e-9 1.73649 0.05962
740e-9 1.7364 0.06581
741e-9 1.73637 0.06114
742e-9 1.7363 0.05986
743e-9 1.73625 0.0671
744e-9 1.73618 0.0648
745e-9 1.73608 0.06728
746e-9 1.73597 0.06463
747e-9 1.7359 0.06712
748e-9 1.73582 0.06412
749e-9 1.73577 0.06489
750e-9 1.73574 0.06326
751e-9 1.73576 0.05887
752e-9 1.73571 0.06481
753e-9 1.73568 0.06317
754e-9 1.73562 0.06671
755e-9 1.73561 0.06853
756e-9 1.73559 0.06792
757e-9 1.73558 0.06663
758e-9 1.73557 0.06393
759e-9 1.7355 0.06123
760e-9 1.73545 0.06097
761e-9 1.73543 0.06209
762e-9 1.73537 0.06742
763e-9 1.73534 0.06436
764e-9 1.73532 0.06199
765e-9 1.73532 0.06172
766e-9 1.73529 0.05969
767e-9 1.73528 0.05485
768e-9 1.73531 0.0602
769e-9 1.73529 0.06204
770e-9 1.73528 0.05824
771e-9 1.73524 0.05231
772e-9 1.73524 0.05874
773e-9 1.73523 0.06059
774e-9 1.73518 0.05748
775e-9 1.73512 0.05116
776e-9 1.73512 0.05691
777e-9 1.73513 0.05556
778e-9 1.73516 0.0567
779e-9 1.7352 0.05035
780e-9 1.73524 0.04827
781e-9 1.73528 0.05227
782e-9 1.73528 0.05664
783e-9 1.7353 0.05527
784e-9 1.73535 0.05283
785e-9 1.73539 0.05722
786e-9 1.73542 0.05837
787e-9 1.73544 0.05628
788e-9 1.73549 0.05816
789e-9 1.73552 0.0557
790e-9 1.73556 0.05541
791e-9 1.73562 0.05802
792e-9 1.73568 0.06027
793e-9 1.73572 0.05525
794e-9 1.73577 0.05714
795e-9 1.73581 0.05685
