lambda n k
571e-9 1.82918 0.10601
572e-9 1.82863 0.10701
573e-9 1.82812 0.10802
574e-9 1.82762 0.10904
575e-9 1.82714 0.11007
576e-9 1.82669 0.11111
577e-9 1.82625 0.11215
578e-9 1.82583 0.11321
579e-9 1.82544 0.11428
580e-9 1.82505 0.11535
581e-9 1.82468 0.11643
582e-9 1.82433 0.11751
583e-9 1.82398 0.11861
584e-9 1.82365 0.11971
585e-9 1.82333 0.12082
586e-9 1.82302 0.12193
587e-9 1.82272 0.12305
588e-9 1.82243 0.12418
589e-9 1.82215 0.12533
590e-9 1.82188 0.12649
591e-9 1.82161 0.12766
592e-9 1.82137 0.12886
593e-9 1.82112 0.13008
594e-9 1.82089 0.13131
595e-9 1.82067 0.13258
596e-9 1.82046 0.13386
597e-9 1.82026 0.13518
598e-9 1.82007 0.13653
599e-9 1.81989 0.1379
600e-9 1.81973 0.13932
601e-9 1.81957 0.14076
602e-9 1.81943 0.14224
603e-9 1.81933 0.14375
604e-9 1.81925 0.14529
605e-9 1.8192 0.14687
606e-9 1.8192 0.14848
607e-9 1.81922 0.1501
608e-9 1.81932 0.15178
609e-9 1.81946 0.15347
610e-9 1.81964 0.15519
611e-9 1.81991 0.15695
612e-9 1.82023 0.15873
613e-9 1.82062 0.16054
614e-9 1.8211 0.16238
615e-9 1.82163 0.16424
616e-9 1.82227 0.16612
617e-9 1.82297 0.16802
618e-9 1.82373 0.16992
619e-9 1.82461 0.17181
620e-9 1.82554 0.1737
621e-9 1.82654 0.17558
622e-9 1.82763 0.17742
623e-9 1.82877 0.17924
624e-9 1.83 0.18101
625e-9 1.8313 0.18274
626e-9 1.83264 0.18444
627e-9 1.83408 0.18604
628e-9 1.83557 0.1876
629e-9 1.83712 0.18909
630e-9 1.83875 0.19048
631e-9 1.84042 0.19182
632e-9 1.84216 0.19306
633e-9 1.84395 0.19421
634e-9 1.84577 0.19531
635e-9 1.84763 0.19629
636e-9 1.8495 0.19721
637e-9 1.8514 0.19807
638e-9 1.8533 0.19882
639e-9 1.85521 0.19952
640e-9 1.85711 0.20014
641e-9 1.85899 0.20067
642e-9 1.86086 0.20117
643e-9 1.8627 0.20156
644e-9 1.86451 0.2019
645e-9 1.86629 0.20219
646e-9 1.868 0.20238
647e-9 1.86968 0.20253
648e-9 1.8713 0.20261
649e-9 1.87286 0.20263
650e-9 1.87438 0.20261
651e-9 1.87582 0.20254
652e-9 1.8772 0.20245
653e-9 1.87855 0.20233
654e-9 1.87981 0.20218
655e-9 1.88102 0.20202
656e-9 1.88218 0.20186
657e-9 1.88327 0.20169
658e-9 1.88431 0.20154
659e-9 1.88528 0.20139
660e-9 1.88619 0.20127
661e-9 1.88705 0.20116
662e-9 1.88783 0.2011
663e-9 1.88856 0.20106
664e-9 1.88923 0.20106
665e-9 1.88982 0.20113
666e-9 1.89038 0.20123
667e-9 1.89087 0.20139
668e-9 1.89133 0.20162
669e-9 1.89176 0.2019
670e-9 1.89217 0.20226
671e-9 1.89257 0.2027
672e-9 1.89296 0.20318
673e-9 1.89337 0.20379
674e-9 1.89379 0.20445
675e-9 1.89423 0.2052
676e-9 1.89471 0.20606
677e-9 1.89522 0.20698
678e-9 1.8958 0.20803
679e-9 1.89643 0.20917
680e-9 1.8971 0.21038
681e-9 1.89789 0.21176
682e-9 1.89873 0.21321
683e-9 1.89966 0.21476
684e-9 1.90071 0.21645
685e-9 1.90182 0.21821
686e-9 1.90307 0.22008
687e-9 1.90444 0.22201
688e-9 1.90589 0.22399
689e-9 1.90753 0.22602
690e-9 1.90927 0.22807
691e-9 1.91112 0.23013
692e-9 1.91318 0.23219
