lambda n k
673e-9 2.11863 0.01111
674e-9 2.11786 0.01077
675e-9 2.11709 0.01044
676e-9 2.11631 0.0101
677e-9 2.11554 0.00976
678e-9 2.11477 0.00942
679e-9 2.114 0.00909
680e-9 2.11323 0.00875
681e-9 2.11249 0.00849
682e-9 2.11174 0.00823
683e-9 2.111 0.00798
684e-9 2.11025 0.00772
685e-9 2.10951 0.00746
686e-9 2.10876 0.0072
687e-9 2.10802 0.00694
688e-9 2.10727 0.00669
689e-9 2.10653 0.00643
690e-9 2.10578 0.00617
691e-9 2.10508 0.00598
692e-9 2.10437 0.00579
693e-9 2.10367 0.0056
694e-9 2.10296 0.00541
695e-9 2.10226 0.00522
696e-9 2.10155 0.00502
697e-9 2.10085 0.00483
698e-9 2.10014 0.00464
699e-9 2.09944 0.00445
700e-9 2.09873 0.00426
701e-9 2.09807 0.00412
702e-9 2.09741 0.00399
703e-9 2.09675 0.00385
704e-9 2.09609 0.00371
705e-9 2.09544 0.00358
706e-9 2.09478 0.00344
707e-9 2.09412 0.0033
708e-9 2.09346 0.00316
709e-9 2.0928 0.00303
710e-9 2.09214 0.00289
711e-9 2.09153 0.00279
712e-9 2.09092 0.0027
713e-9 2.09031 0.0026
714e-9 2.0897 0.0025
715e-9 2.08909 0.00241
716e-9 2.08848 0.00231
717e-9 2.08787 0.00221
718e-9 2.08726 0.00211
719e-9 2.08665 0.00202
720e-9 2.08604 0.00192
721e-9 2.08548 0.00185
722e-9 2.08491 0.00179
723e-9 2.08435 0.00172
724e-9 2.08379 0.00166
725e-9 2.08323 0.00159
726e-9 2.08266 0.00152
727e-9 2.0821 0.00146
728e-9 2.08154 0.00139
729e-9 2.08097 0.00133
730e-9 2.08041 0.00126
731e-9 2.07989 0.00122
732e-9 2.07938 0.00117
733e-9 2.07886 0.00113
734e-9 2.07834 0.00108
735e-9 2.07783 0.00104
736e-9 2.07731 0.000994139
737e-9 2.07679 0.000949829
738e-9 2.07627 0.000905518
739e-9 2.07576 0.000861208
740e-9 2.07524 0.000816898
741e-9 2.07476 0.000787481
742e-9 2.07429 0.000758064
743e-9 2.07381 0.000728647
744e-9 2.07334 0.00069923
745e-9 2.07286 0.000669813
746e-9 2.07238 0.000640395
747e-9 2.07191 0.000610978
748e-9 2.07143 0.000581561
749e-9 2.07096 0.000552144
750e-9 2.07048 0.000522727
751e-9 2.07004 0.000503554
752e-9 2.0696 0.000484381
753e-9 2.06917 0.000465207
754e-9 2.06873 0.000446034
755e-9 2.06829 0.000426861
756e-9 2.06785 0.000407688
757e-9 2.06741 0.000388515
758e-9 2.06698 0.000369341
759e-9 2.06654 0.000350168
760e-9 2.0661 0.000330995
761e-9 2.06569 0.000318662
762e-9 2.06529 0.000306329
763e-9 2.06488 0.000293996
764e-9 2.06448 0.000281663
765e-9 2.06407 0.00026933
766e-9 2.06366 0.000256996
767e-9 2.06326 0.000244663
768e-9 2.06285 0.00023233
769e-9 2.06245 0.000219997
770e-9 2.06204 0.000207664
771e-9 2.06166 0.000199822
772e-9 2.06129 0.000191979
773e-9 2.06091 0.000184137
774e-9 2.06053 0.000176295
775e-9 2.06016 0.000168453
776e-9 2.05978 0.00016061
777e-9 2.0594 0.000152768
778e-9 2.05902 0.000144926
779e-9 2.05865 0.000137083
780e-9 2.05827 0.000129241
781e-9 2.05792 0.000124304
782e-9 2.05757 0.000119368
783e-9 2.05722 0.000114431
784e-9 2.05687 0.000109494
785e-9 2.05652 0.000104557
786e-9 2.05617 9.96207e-05
787e-9 2.05582 9.4684e-05
788e-9 2.05547 8.97472e-05
789e-9 2.05512 8.48105e-05
