lambda n k
620e-9 1.63612 0.0
621e-9 1.63599 0.0
622e-9 1.63586 0.0
623e-9 1.63573 0.0
624e-9 1.6356 0.0
625e-9 1.63546 0.0
626e-9 1.63533 0.0
627e-9 1.6352 0.0
628e-9 1.63507 0.0
629e-9 1.63494 0.0
630e-9 1.63481 0.0
631e-9 1.63468 0.0
632e-9 1.63455 0.0
633e-9 1.63442 0.0
634e-9 1.63429 0.0
635e-9 1.63417 0.0
636e-9 1.63404 0.0
637e-9 1.63392 0.0
638e-9 1.63379 0.0
639e-9 1.63367 0.0
640e-9 1.63355 0.0
641e-9 1.63343 0.0
642e-9 1.63331 0.0
643e-9 1.63319 0.0
644e-9 1.63307 0.0
645e-9 1.63295 0.0
646e-9 1.63284 0.0
647e-9 1.63273 0.0
648e-9 1.63262 0.0
649e-9 1.63251 0.0
650e-9 1.6324 0.0
651e-9 1.63229 0.0
652e-9 1.63218 0.0
653e-9 1.63208 0.0
654e-9 1.63198 0.0
655e-9 1.63188 0.0
656e-9 1.63178 0.0
657e-9 1.63168 0.0
658e-9 1.63159 0.0
659e-9 1.63149 0.0
660e-9 1.6314 0.0
661e-9 1.63131 0.0
662e-9 1.63122 0.0
663e-9 1.63114 0.0
664e-9 1.63105 0.0
665e-9 1.63097 0.0
666e-9 1.63089 0.0
667e-9 1.63081 0.0
668e-9 1.63073 0.0
669e-9 1.63065 0.0
670e-9 1.63058 0.0
671e-9 1.6305 0.0
672e-9 1.63043 0.0
673e-9 1.63036 0.0
674e-9 1.63029 0.0
675e-9 1.63022 0.0
676e-9 1.63016 0.0
677e-9 1.63009 0.0
678e-9 1.63003 0.0
679e-9 1.62996 0.0
680e-9 1.6299 0.0
681e-9 1.62984 0.0
682e-9 1.62978 0.0
683e-9 1.62973 0.0
684e-9 1.62967 0.0
685e-9 1.62961 0.0
686e-9 1.62956 0.0
687e-9 1.62951 0.0
688e-9 1.62945 0.0
689e-9 1.6294 0.0
690e-9 1.62935 0.0
691e-9 1.6293 0.0
692e-9 1.62926 0.0
693e-9 1.62921 0.0
694e-9 1.62916 0.0
695e-9 1.62912 0.0
696e-9 1.62908 0.0
697e-9 1.62903 0.0
