lambda n k
766e-9 2.09838 0.00111
767e-9 2.09741 0.00108
768e-9 2.09646 0.00105
769e-9 2.09551 0.00102
770e-9 2.09457 0.000987463
771e-9 2.09365 0.000959237
772e-9 2.09273 0.000931597
773e-9 2.09183 0.000905676
774e-9 2.09093 0.000880077
775e-9 2.09004 0.000854787
776e-9 2.08917 0.000831258
777e-9 2.0883 0.000808081
778e-9 2.08744 0.000785316
779e-9 2.08659 0.00076352
780e-9 2.08575 0.000742252
781e-9 2.08492 0.000722015
782e-9 2.0841 0.000702159
783e-9 2.08328 0.000682581
784e-9 2.08247 0.000664238
785e-9 2.08168 0.000646173
786e-9 2.08088 0.000628462
787e-9 2.0801 0.000611838
788e-9 2.07933 0.000595567
789e-9 2.07856 0.000579751
790e-9 2.0778 0.000564377
791e-9 2.07704 0.000549267
792e-9 2.0763 0.000534714
793e-9 2.07556 0.000520501
794e-9 2.07483 0.000506579
795e-9 2.0741 0.000493871
796e-9 2.07338 0.000481214
797e-9 2.07267 0.000468556
798e-9 2.07197 0.000456403
799e-9 2.07127 0.000444515
800e-9 2.07058 0.000433122
