lambda n k
931e-9 1.63804 0.00819
932e-9 1.63799 0.00817
933e-9 1.63794 0.00816
934e-9 1.63788 0.00815
935e-9 1.63784 0.00813
936e-9 1.63779 0.00812
937e-9 1.63774 0.00811
938e-9 1.63769 0.00809
939e-9 1.63764 0.00808
940e-9 1.63759 0.00807
941e-9 1.63754 0.00806
942e-9 1.63749 0.00805
943e-9 1.63744 0.00804
944e-9 1.6374 0.00803
945e-9 1.63735 0.00801
946e-9 1.6373 0.008
947e-9 1.63725 0.00799
948e-9 1.6372 0.00798
949e-9 1.63715 0.00797
950e-9 1.63711 0.00796
951e-9 1.63706 0.00795
952e-9 1.63702 0.00794
953e-9 1.63697 0.00793
954e-9 1.63692 0.00791
955e-9 1.63687 0.0079
956e-9 1.63683 0.00789
957e-9 1.63678 0.00788
958e-9 1.63674 0.00787
959e-9 1.6367 0.00786
960e-9 1.63665 0.00785
961e-9 1.6366 0.00784
962e-9 1.63656 0.00783
963e-9 1.63651 0.00782
964e-9 1.63647 0.0078
965e-9 1.63642 0.00779
966e-9 1.63637 0.00778
967e-9 1.63633 0.00777
968e-9 1.63629 0.00776
969e-9 1.63624 0.00775
970e-9 1.6362 0.00774
971e-9 1.63616 0.00773
972e-9 1.63611 0.00772
973e-9 1.63607 0.00771
974e-9 1.63603 0.0077
975e-9 1.63598 0.00769
976e-9 1.63593 0.00768
977e-9 1.63589 0.00767
978e-9 1.63585 0.00765
979e-9 1.63581 0.00764
980e-9 1.63576 0.00763
981e-9 1.63572 0.00762
982e-9 1.63568 0.00761
983e-9 1.63564 0.0076
984e-9 1.6356 0.00759
985e-9 1.63556 0.00758
986e-9 1.63551 0.00757
987e-9 1.63547 0.00756
988e-9 1.63543 0.00755
989e-9 1.63539 0.00754
990e-9 1.63535 0.00753
991e-9 1.63531 0.00752
992e-9 1.63527 0.00751
993e-9 1.63523 0.0075
994e-9 1.63519 0.00749
995e-9 1.63514 0.00748
996e-9 1.6351 0.00747
997e-9 1.63506 0.00746
998e-9 1.63502 0.00745
999e-9 1.63498 0.00744
1000e-9 1.63495 0.00743
1001e-9 1.63491 0.00742
1002e-9 1.63487 0.00741
1003e-9 1.63483 0.0074
1004e-9 1.63479 0.00739
1005e-9 1.63475 0.00738
1006e-9 1.63471 0.00737
1007e-9 1.63467 0.00736
1008e-9 1.63463 0.00735
1009e-9 1.63459 0.00734
1010e-9 1.63456 0.00733
1011e-9 1.63452 0.00732
1012e-9 1.63448 0.00731
1013e-9 1.63444 0.0073
1014e-9 1.6344 0.00729
1015e-9 1.63437 0.00728
1016e-9 1.63433 0.00727
1017e-9 1.63429 0.00726
1018e-9 1.63425 0.00725
1019e-9 1.63422 0.00724
1020e-9 1.63418 0.00723
1021e-9 1.63414 0.00722
1022e-9 1.63411 0.00722
1023e-9 1.63407 0.00721
1024e-9 1.63404 0.0072
1025e-9 1.634 0.00719
1026e-9 1.63396 0.00718
1027e-9 1.63392 0.00717
1028e-9 1.63389 0.00716
1029e-9 1.63385 0.00715
1030e-9 1.63382 0.00714
1031e-9 1.63378 0.00713
1032e-9 1.63374 0.00713
1033e-9 1.63371 0.00712
1034e-9 1.63367 0.00711
1035e-9 1.63364 0.0071
1036e-9 1.6336 0.00709
1037e-9 1.63357 0.00708
1038e-9 1.63353 0.00707
1039e-9 1.6335 0.00706
1040e-9 1.63346 0.00705
1041e-9 1.63343 0.00704
1042e-9 1.63339 0.00703
1043e-9 1.63336 0.00703
1044e-9 1.63332 0.00702
1045e-9 1.63329 0.00701
1046e-9 1.63325 0.007
1047e-9 1.63322 0.007
1048e-9 1.63319 0.00699
1049e-9 1.63316 0.00698
1050e-9 1.63312 0.00697
1051e-9 1.63308 0.00696
1052e-9 1.63305 0.00695
1053e-9 1.63302 0.00694
1054e-9 1.63299 0.00693
1055e-9 1.63296 0.00692
1056e-9 1.63292 0.00691
1057e-9 1.63289 0.0069
1058e-9 1.63285 0.00689
1059e-9 1.63282 0.00689
1060e-9 1.63279 0.00688
1061e-9 1.63276 0.00687
1062e-9 1.63273 0.00687
1063e-9 1.6327 0.00686
1064e-9 1.63266 0.00685
1065e-9 1.63263 0.00684
1066e-9 1.63259 0.00683
1067e-9 1.63256 0.00682
1068e-9 1.63253 0.00682
1069e-9 1.6325 0.00681
1070e-9 1.63247 0.0068
1071e-9 1.63244 0.00679
1072e-9 1.63241 0.00678
1073e-9 1.63238 0.00677
1074e-9 1.63234 0.00676
1075e-9 1.63231 0.00675
1076e-9 1.63228 0.00675
1077e-9 1.63225 0.00674
1078e-9 1.63222 0.00674
1079e-9 1.63219 0.00673
1080e-9 1.63216 0.00672
1081e-9 1.63213 0.00671
1082e-9 1.63209 0.0067
1083e-9 1.63206 0.00669
1084e-9 1.63203 0.00669
1085e-9 1.632 0.00668
1086e-9 1.63197 0.00667
1087e-9 1.63194 0.00666
1088e-9 1.63191 0.00665
1089e-9 1.63188 0.00664
1090e-9 1.63185 0.00664
1091e-9 1.63182 0.00663
1092e-9 1.63179 0.00663
1093e-9 1.63176 0.00662
1094e-9 1.63173 0.00661
1095e-9 1.6317 0.0066
1096e-9 1.63167 0.00659
1097e-9 1.63165 0.00659
1098e-9 1.63162 0.00658
1099e-9 1.6316 0.00657
1100e-9 1.63157 0.00656
