lambda n k
677e-9 1.64418 0.0
678e-9 1.64409 0.0
679e-9 1.644 0.0
680e-9 1.64391 0.0
681e-9 1.64382 0.0
682e-9 1.64373 0.0
683e-9 1.64364 0.0
684e-9 1.64354 0.0
685e-9 1.64345 0.0
686e-9 1.64336 0.0
687e-9 1.64327 0.0
688e-9 1.64318 0.0
689e-9 1.64309 0.0
690e-9 1.643 0.0
691e-9 1.64291 0.0
692e-9 1.64281 0.0
693e-9 1.64272 0.0
694e-9 1.64261 0.0
695e-9 1.64243 0.0
696e-9 1.64224 0.0
697e-9 1.64205 0.0
698e-9 1.64186 0.0
699e-9 1.64168 0.0
700e-9 1.64149 0.0
701e-9 1.6413 0.0
702e-9 1.64112 0.0
703e-9 1.64093 0.0
704e-9 1.64074 0.0
705e-9 1.64055 0.0
706e-9 1.64037 0.0
707e-9 1.64018 0.0
708e-9 1.63999 0.0
709e-9 1.6398 0.0
710e-9 1.63962 0.0
711e-9 1.63943 0.0
712e-9 1.63937 0.0
713e-9 1.63937 0.0
714e-9 1.63937 0.0
715e-9 1.63937 0.0
716e-9 1.63937 0.0
717e-9 1.63937 0.0
718e-9 1.63937 0.0
719e-9 1.63937 0.0
720e-9 1.63937 0.0
721e-9 1.63937 0.0
722e-9 1.63937 0.0
723e-9 1.63937 0.0
724e-9 1.63937 0.0
725e-9 1.63937 0.0
726e-9 1.63937 0.0
727e-9 1.63937 0.0
728e-9 1.63937 0.0
729e-9 1.63937 0.0
730e-9 1.63937 0.0
731e-9 1.63937 0.0
732e-9 1.63937 0.0
733e-9 1.63937 0.0
734e-9 1.63937 0.0
735e-9 1.63937 0.0
736e-9 1.63937 0.0
737e-9 1.63937 0.0
738e-9 1.63937 0.0
739e-9 1.63937 0.0
740e-9 1.63937 0.0
741e-9 1.63937 0.0
742e-9 1.63937 0.0
743e-9 1.63937 0.0
744e-9 1.63937 0.0
745e-9 1.63937 0.0
746e-9 1.63937 0.0
747e-9 1.63937 0.0
748e-9 1.63937 0.0
749e-9 1.63937 0.0
750e-9 1.63937 0.0
751e-9 1.63937 0.0
752e-9 1.63931 0.0
753e-9 1.63916 0.0
754e-9 1.63901 0.0
755e-9 1.63886 0.0
756e-9 1.63871 0.0
