lambda n k
769e-9 1.89 0.0019840033
770e-9 1.89 0.0018744272
771e-9 1.89 0.0018186392
772e-9 1.89 0.0017628511
773e-9 1.88 0.001718895
774e-9 1.88 0.0016750069
775e-9 1.88 0.001596572
776e-9 1.88 0.001518712
777e-9 1.88 0.001475464
778e-9 1.88 0.001432148
779e-9 1.88 0.001411816
780e-9 1.88 0.001391484
781e-9 1.88 0.001296012
782e-9 1.88 0.001200608
783e-9 1.88 0.001133016
784e-9 1.88 0.001065356
785e-9 1.88 0.000966416
786e-9 1.88 0.000867476
787e-9 1.88 0.000843744
788e-9 1.88 0.000820012
789e-9 1.88 0.000786148
790e-9 1.88 0.000752216
791e-9 1.88 0.0006758996
792e-9 1.87 0.0005995832
793e-9 1.87 0.0005407088
794e-9 1.87 0.0004818344
795e-9 1.87 0.0004236128
796e-9 1.87 0.0003653912
797e-9 1.87 0.0002718776
798e-9 1.87 0.000178
799e-9 1.87 0.000188
800e-9 1.87 0.000198
