lambda n k
624e-9 1.99914 0.02317
625e-9 1.99863 0.02286
626e-9 1.99807 0.02255
627e-9 1.99749 0.02225
628e-9 1.9969 0.02194
629e-9 1.99631 0.02164
630e-9 1.99572 0.02133
631e-9 1.99513 0.02103
632e-9 1.99465 0.02072
633e-9 1.99424 0.02042
634e-9 1.99383 0.02012
635e-9 1.99343 0.01982
636e-9 1.99302 0.01951
637e-9 1.99261 0.01921
638e-9 1.99222 0.01891
639e-9 1.99187 0.01861
640e-9 1.99152 0.01832
641e-9 1.99117 0.01802
642e-9 1.99081 0.01772
643e-9 1.99046 0.01742
644e-9 1.9901 0.01713
645e-9 1.9897 0.01686
646e-9 1.9893 0.0166
647e-9 1.9889 0.01633
648e-9 1.9885 0.01607
649e-9 1.9881 0.01581
650e-9 1.9877 0.01554
651e-9 1.98713 0.01532
652e-9 1.98646 0.01512
653e-9 1.98578 0.01492
654e-9 1.9851 0.01473
655e-9 1.98443 0.01453
656e-9 1.98375 0.01433
657e-9 1.98309 0.01414
658e-9 1.98287 0.01394
659e-9 1.98265 0.01374
660e-9 1.98243 0.01355
661e-9 1.98221 0.01335
662e-9 1.98199 0.01315
663e-9 1.98177 0.01296
664e-9 1.98143 0.01276
665e-9 1.98083 0.01257
666e-9 1.98022 0.01238
667e-9 1.97962 0.01219
668e-9 1.97902 0.012
669e-9 1.97841 0.01181
670e-9 1.97781 0.01162
671e-9 1.97719 0.01143
672e-9 1.97655 0.01124
673e-9 1.97591 0.01106
674e-9 1.97527 0.01087
675e-9 1.97463 0.01068
676e-9 1.97399 0.01049
677e-9 1.97335 0.01031
678e-9 1.97272 0.01012
679e-9 1.97209 0.00994
680e-9 1.97147 0.00975
681e-9 1.97084 0.00957
682e-9 1.97021 0.00938
683e-9 1.96958 0.0092
684e-9 1.96896 0.00902
685e-9 1.96843 0.00884
686e-9 1.9681 0.0087
687e-9 1.96778 0.00856
688e-9 1.96746 0.00842
689e-9 1.96713 0.00828
690e-9 1.96681 0.00814
691e-9 1.96649 0.008
692e-9 1.96617 0.00786
693e-9 1.96586 0.0078
694e-9 1.96556 0.00774
695e-9 1.96526 0.00768
696e-9 1.96496 0.00762
697e-9 1.96466 0.00756
698e-9 1.96436 0.00751
699e-9 1.96406 0.00745
700e-9 1.96388 0.00739
701e-9 1.9638 0.00733
702e-9 1.96371 0.00727
703e-9 1.96363 0.00721
704e-9 1.96354 0.00715
705e-9 1.96346 0.0071
706e-9 1.96338 0.00704
707e-9 1.96329 0.00698
708e-9 1.96288 0.00692
709e-9 1.96245 0.00687
710e-9 1.96202 0.00681
711e-9 1.96159 0.00675
712e-9 1.96116 0.0067
713e-9 1.96073 0.00664
714e-9 1.9603 0.00659
715e-9 1.95992 0.00653
716e-9 1.95978 0.00647
717e-9 1.95965 0.00642
718e-9 1.95951 0.00636
719e-9 1.95937 0.00631
720e-9 1.95923 0.00625
721e-9 1.9591 0.00619
722e-9 1.95896 0.00614
723e-9 1.95879 0.00608
724e-9 1.95851 0.00603
725e-9 1.95824 0.00597
726e-9 1.95796 0.00592
727e-9 1.95768 0.00587
728e-9 1.95741 0.00581
729e-9 1.95713 0.00576
730e-9 1.95685 0.0057
731e-9 1.95657 0.00565
732e-9 1.95623 0.00556
733e-9 1.95589 0.00547
734e-9 1.95555 0.00538
735e-9 1.95521 0.00529
736e-9 1.95487 0.0052
737e-9 1.95453 0.00511
738e-9 1.95419 0.00503
739e-9 1.95385 0.00494
740e-9 1.95337 0.00481
741e-9 1.95283 0.00466
742e-9 1.9523 0.00451
743e-9 1.95177 0.00436
744e-9 1.95124 0.00422
745e-9 1.95071 0.00407
746e-9 1.95018 0.00392
747e-9 1.94965 0.00378
748e-9 1.94917 0.00363
749e-9 1.94885 0.00349
750e-9 1.94853 0.00334
751e-9 1.9482 0.0032
752e-9 1.94788 0.00305
753e-9 1.94756 0.00291
754e-9 1.94724 0.00276
755e-9 1.94692 0.00262
756e-9 1.9466 0.00247
757e-9 1.94635 0.00233
758e-9 1.94617 0.00219
759e-9 1.94598 0.00205
760e-9 1.9458 0.00191
761e-9 1.94562 0.00176
