lambda n k
663e-9 2.14399 0.01556
664e-9 2.1388 0.01533
665e-9 2.13363 0.01524
666e-9 2.1289 0.01516
667e-9 2.12548 0.01507
668e-9 2.12206 0.01499
669e-9 2.11865 0.01455
670e-9 2.11526 0.0131
671e-9 2.11187 0.01165
672e-9 2.1085 0.01155
673e-9 2.10513 0.01145
674e-9 2.10322 0.0094
675e-9 2.10154 0.00816
676e-9 2.09658 0.00684
677e-9 2.09176 0.00484
678e-9 2.08845 0.00474
679e-9 2.08514 0.00463
680e-9 2.08184 0.00453
681e-9 2.07956 0.00443
682e-9 2.07956 0.00433
683e-9 2.07828 0.00422
684e-9 2.07503 0.00412
685e-9 2.07178 0.00352
686e-9 2.06854 0.00202
687e-9 2.06616 0.000633688
688e-9 2.06455 0.000523713
689e-9 2.06294 0.000413412
690e-9 2.06134 0.000302792
691e-9 2.05875 0.000109233
692e-9 2.05557 0.0
693e-9 2.0524 0.0
694e-9 2.04923 0.0
695e-9 2.04713 0.0
696e-9 2.04555 0.0
697e-9 2.04293 0.0
698e-9 2.0398 0.0
699e-9 2.03772 0.0
700e-9 2.03616 0.0
701e-9 2.03461 0.0
702e-9 2.03307 0.0
703e-9 2.03152 0.0
704e-9 2.02999 0.0
705e-9 2.02845 0.0
706e-9 2.02692 0.0
707e-9 2.02458 0.0
708e-9 2.02154 0.0
709e-9 2.01922 0.0
710e-9 2.01771 0.0
711e-9 2.0162 0.0
712e-9 2.0147 0.0
713e-9 2.01366 0.0
714e-9 2.01366 0.0
715e-9 2.01335 0.0
716e-9 2.01186 0.0
717e-9 2.01024 0.0
718e-9 2.00728 0.0
719e-9 2.00433 0.0
720e-9 2.00282 0.0
721e-9 2.00135 0.0
722e-9 2.00111 0.0
723e-9 2.00111 0.0
724e-9 2.00012 0.0
725e-9 1.99867 0.0
726e-9 1.99722 0.0
727e-9 1.99578 0.0
728e-9 1.99434 0.0
729e-9 1.99291 0.0
730e-9 1.99147 0.0
731e-9 1.99005 0.0
732e-9 1.98862 0.0
733e-9 1.98721 0.0
734e-9 1.98579 0.0
735e-9 1.98542 0.0
736e-9 1.98542 0.0
737e-9 1.984 0.0
738e-9 1.9812 0.0
739e-9 1.97914 0.0
740e-9 1.97914 0.0
741e-9 1.97913 0.0
742e-9 1.97775 0.0
743e-9 1.97637 0.0
744e-9 1.97499 0.0
745e-9 1.97362 0.0
746e-9 1.97225 0.0
747e-9 1.97088 0.0
748e-9 1.96973 0.0
749e-9 1.96973 0.0
750e-9 1.96973 0.0
751e-9 1.96973 0.0
752e-9 1.96973 0.0
753e-9 1.96904 0.0
754e-9 1.9677 0.0
755e-9 1.96659 0.0
756e-9 1.96659 0.0
757e-9 1.96659 0.0
758e-9 1.96443 0.0
759e-9 1.96178 0.0
760e-9 1.96031 0.0
761e-9 1.96031 0.0
762e-9 1.96024 0.0
763e-9 1.95893 0.0
764e-9 1.95762 0.0
765e-9 1.95718 0.0
766e-9 1.95718 0.0
767e-9 1.95686 0.0
768e-9 1.95557 0.0
769e-9 1.95428 0.0
770e-9 1.953 0.0
771e-9 1.95171 0.0
772e-9 1.9509 0.0
773e-9 1.9509 0.0
774e-9 1.9509 0.0
775e-9 1.95204 0.0
776e-9 1.95331 0.0
777e-9 1.95244 0.0
778e-9 1.94866 0.0
779e-9 1.94489 0.0
780e-9 1.94462 0.0
781e-9 1.94462 0.0
782e-9 1.94515 0.0
783e-9 1.94639 0.0
784e-9 1.94763 0.0
785e-9 1.94556 0.0
786e-9 1.94309 0.0
787e-9 1.94192 0.0
788e-9 1.94314 0.0
789e-9 1.94437 0.0
790e-9 1.94366 0.0
791e-9 1.94244 0.0
792e-9 1.94096 0.0
793e-9 1.93854 0.0
794e-9 1.93612 0.0
795e-9 1.93521 0.0
796e-9 1.93521 0.0
797e-9 1.93519 0.0
798e-9 1.934 0.0
799e-9 1.9328 0.0
800e-9 1.93207 0.0
