lambda n k
581e-9 1.34179 5.32911e-05
582e-9 1.34171 5.23254e-05
583e-9 1.34164 5.10684e-05
584e-9 1.34157 4.98115e-05
585e-9 1.34149 4.85545e-05
586e-9 1.34142 4.72975e-05
587e-9 1.34135 4.65202e-05
588e-9 1.34128 4.57833e-05
589e-9 1.34121 4.45262e-05
590e-9 1.34114 4.36345e-05
591e-9 1.34107 4.3006e-05
592e-9 1.341 4.17548e-05
593e-9 1.34093 4.07488e-05
594e-9 1.34086 4.01202e-05
595e-9 1.34079 3.94916e-05
596e-9 1.34072 3.87258e-05
597e-9 1.34066 3.74686e-05
598e-9 1.34059 3.66056e-05
599e-9 1.34052 3.59769e-05
600e-9 1.34046 3.53482e-05
601e-9 1.34039 3.47195e-05
602e-9 1.34033 3.40908e-05
603e-9 1.34026 3.3462e-05
604e-9 1.3402 3.28333e-05
605e-9 1.34013 3.22045e-05
606e-9 1.34007 3.15757e-05
607e-9 1.34001 3.0947e-05
608e-9 1.33995 3.03181e-05
609e-9 1.33988 2.96893e-05
610e-9 1.33982 2.90605e-05
611e-9 1.33976 2.84316e-05
612e-9 1.3397 2.78027e-05
613e-9 1.33964 2.71738e-05
614e-9 1.33958 2.65449e-05
615e-9 1.33952 2.5916e-05
616e-9 1.33946 2.52871e-05
617e-9 1.3394 2.46581e-05
618e-9 1.33934 2.40292e-05
619e-9 1.33928 2.4e-05
620e-9 1.33923 2.37712e-05
621e-9 1.33917 2.31422e-05
622e-9 1.33911 2.25132e-05
623e-9 1.33905 2.2e-05
624e-9 1.339 2.2e-05
625e-9 1.33894 2.1626e-05
626e-9 1.33889 2.09969e-05
627e-9 1.33883 2.03678e-05
628e-9 1.33878 2e-05
629e-9 1.33872 2e-05
630e-9 1.33867 1.94804e-05
631e-9 1.33861 1.88512e-05
632e-9 1.33856 1.8222e-05
633e-9 1.3385 1.8e-05
634e-9 1.33845 1.79637e-05
635e-9 1.3384 1.73344e-05
636e-9 1.33835 1.7e-05
637e-9 1.33829 1.7e-05
638e-9 1.33824 1.64466e-05
639e-9 1.33819 1.6e-05
640e-9 1.33814 1.6e-05
641e-9 1.33809 1.55587e-05
642e-9 1.33804 1.5e-05
643e-9 1.33799 1.5e-05
644e-9 1.33794 1.46706e-05
645e-9 1.33789 1.40412e-05
646e-9 1.33784 1.4e-05
647e-9 1.33779 1.4e-05
648e-9 1.33774 1.4e-05
649e-9 1.33769 1.35234e-05
650e-9 1.33764 1.3e-05
651e-9 1.33759 1.3e-05
652e-9 1.33755 1.26349e-05
653e-9 1.3375 1.20053e-05
654e-9 1.33745 1.2e-05
655e-9 1.3374 1.2e-05
656e-9 1.33736 1.2e-05
657e-9 1.33731 1.1487e-05
658e-9 1.33726 1.1e-05
659e-9 1.33722 1.1e-05
660e-9 1.33717 1.1e-05
661e-9 1.33713 1.09683e-05
662e-9 1.33708 1.03386e-05
663e-9 1.33704 1e-05
664e-9 1.33699 1e-05
665e-9 1.33695 1e-05
666e-9 1.3369 1e-05
667e-9 1.33686 1e-05
668e-9 1.33682 9.55999e-06
669e-9 1.33677 9e-06
670e-9 1.33673 9e-06
671e-9 1.33669 9e-06
672e-9 1.33664 9e-06
673e-9 1.3366 9e-06
674e-9 1.33656 8.78068e-06
675e-9 1.33652 8.15072e-06
676e-9 1.33647 8e-06
677e-9 1.33643 8e-06
678e-9 1.33639 8e-06
679e-9 1.33635 8e-06
680e-9 1.33631 8e-06
681e-9 1.33627 7.37061e-06
682e-9 1.33623 7e-06
683e-9 1.33619 7e-06
684e-9 1.33615 7e-06
685e-9 1.33611 7e-06
686e-9 1.33607 7e-06
687e-9 1.33603 7e-06
688e-9 1.33599 6.95953e-06
689e-9 1.33595 6.32931e-06
690e-9 1.33591 6e-06
691e-9 1.33587 6e-06
692e-9 1.33583 6e-06
693e-9 1.3358 6e-06
694e-9 1.33576 6e-06
695e-9 1.33572 6e-06
696e-9 1.33568 6e-06
697e-9 1.33564 6e-06
698e-9 1.33561 6e-06
699e-9 1.33557 6e-06
700e-9 1.33553 5.39535e-06
701e-9 1.3355 5e-06
702e-9 1.33546 5e-06
703e-9 1.33542 5e-06
704e-9 1.33539 5e-06
705e-9 1.33535 5e-06
706e-9 1.33532 5e-06
707e-9 1.33528 5e-06
708e-9 1.33524 5e-06
709e-9 1.33521 5e-06
710e-9 1.33517 5e-06
711e-9 1.33514 4.45883e-06
712e-9 1.3351 4e-06
713e-9 1.33507 4e-06
714e-9 1.33504 4e-06
715e-9 1.335 4e-06
716e-9 1.33497 4e-06
717e-9 1.33493 4e-06
718e-9 1.3349 4e-06
719e-9 1.33487 4e-06
720e-9 1.33483 4e-06
721e-9 1.3348 4e-06
722e-9 1.33477 4e-06
723e-9 1.33473 4e-06
724e-9 1.3347 4e-06
725e-9 1.33467 4e-06
726e-9 1.33464 3.99561e-06
727e-9 1.3346 3.36456e-06
728e-9 1.33457 3e-06
729e-9 1.33454 3e-06
730e-9 1.33451 3e-06
731e-9 1.33448 3e-06
732e-9 1.33444 3e-06
733e-9 1.33441 3e-06
734e-9 1.33438 3e-06
735e-9 1.33435 3e-06
736e-9 1.33432 3e-06
737e-9 1.33429 3e-06
738e-9 1.33426 3e-06
739e-9 1.33423 3e-06
740e-9 1.3342 3e-06
741e-9 1.33417 3e-06
742e-9 1.33414 3e-06
743e-9 1.33411 3e-06
744e-9 1.33408 3e-06
745e-9 1.33405 3e-06
746e-9 1.33402 3e-06
747e-9 1.33399 3e-06
748e-9 1.33396 3e-06
749e-9 1.33393 2.4751e-06
750e-9 1.3339 2e-06
751e-9 1.33387 2e-06
752e-9 1.33385 2e-06
753e-9 1.33382 2e-06
754e-9 1.33379 2e-06
755e-9 1.33376 2e-06
756e-9 1.33373 2e-06
757e-9 1.3337 2e-06
758e-9 1.33368 2e-06
759e-9 1.33365 2e-06
760e-9 1.33362 2e-06
761e-9 1.33359 2e-06
762e-9 1.33357 2e-06
763e-9 1.33354 2e-06
764e-9 1.33351 2e-06
765e-9 1.33348 2e-06
766e-9 1.33346 2e-06
767e-9 1.33343 2e-06
768e-9 1.3334 2e-06
769e-9 1.33338 2e-06
770e-9 1.33335 2e-06
771e-9 1.33332 2e-06
772e-9 1.3333 2e-06
773e-9 1.33327 2e-06
774e-9 1.33325 2e-06
775e-9 1.33322 2e-06
776e-9 1.33319 2e-06
777e-9 1.33317 2e-06
778e-9 1.33314 2e-06
779e-9 1.33312 2e-06
780e-9 1.33309 2e-06
781e-9 1.33307 2e-06
782e-9 1.33304 2e-06
783e-9 1.33302 1.98556e-06
784e-9 1.33299 1.35302e-06
785e-9 1.33297 1e-06
786e-9 1.33294 1e-06
787e-9 1.33292 1e-06
788e-9 1.3329 1e-06
789e-9 1.33287 1e-06
790e-9 1.33285 1e-06
791e-9 1.33282 1e-06
792e-9 1.3328 1e-06
793e-9 1.33278 1e-06
794e-9 1.33275 1e-06
795e-9 1.33273 1e-06
796e-9 1.3327 1e-06
797e-9 1.33268 1e-06
798e-9 1.33266 1e-06
799e-9 1.33263 1e-06
800e-9 1.33261 1e-06
